esma_code,canonical_field,current_mapping_status,proposed_mapping_status,xml_path,xsd_validated,workbook_evidenced,sample_evidenced,manual_review_required,blocks_production_xml_before_review,blocks_production_xml_after_review,promotion_recommendation,risk_level,notes
RREL50,revision_margin_1,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/FrstRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL51,interest_revision_date_1,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/FrstRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL52,revision_margin_2,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ScndRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL53,interest_revision_date_2,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ScndRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL54,revision_margin_3,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ThrdRvsnData/Mrgn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL55,interest_revision_date_3,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/ThrdRvsnData/IntrstRvsnDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL56,revised_interest_rate_index,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/RvisdIntrstRateIndx,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL57,revised_interest_rate_index_tenor,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/UndrlygXpsrDtls/IntrstRateDtls/RvisdIntrstRateIndxTnor,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL58,number_of_payments_before_securitisation,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PmtDtls/NbOfPmtsBfrScrtstn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL59,percentage_of_prepayments_allowed_per_year,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/AllwdPerYr,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL60,prepayment_lock_out_end_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/LckOutEndDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL61,prepayment_fee,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/Fee,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL62,prepayment_fee_end_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/FeeEndDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL63,prepayment_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/LatstDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL64,cumulative_prepayments,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/PrepmtDtls/PrepmtCmonData/CmltvAmt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL65,date_of_repurchase,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/GnlAttrbts/RstrgDt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL66,date_last_in_arrears,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/ArrearsDtls/DtLastInArrears,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL67,arrears_balance,unresolved,manual_review_required,,False,False,False,True,True,True,DO NOT PROMOTE: needs a manual ESMA-code -> XSD-element crosswalk.,high,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL68,number_of_days_in_arrears,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/ArrearsDtls/NbOfDaysInArrears,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL69,account_status,confirmed,confirmed_by_xsd_sample,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/GnlAttrbts/AcctSts,True,False,True,False,False,False,PROMOTE path: production-eligible XML path (XSD+sample). Production XML still requires DATA readiness (separate axis).,low,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL70,reason_for_default_or_foreclosure,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/CmonData/DfltOrFrclsrRsn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL71,default_amount,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/CmonData/GrssDflt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL72,default_date,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/CmonData/DtOfDflt,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL73,allocated_losses,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/RcvrsData/AllctdLoss,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL74,cumulative_recoveries,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/RcvrsData/CmltvRcvrs,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL75,litigation,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/PrfrmncDtls/DfltDtls/Ltgtn,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL76,recourse,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/RskDtls/Rcrs,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL77,deposit_amount,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/RskDtls/Dpst,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL78,insurance_or_investment_provider,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/RskDtls/InsrncOrInvstmtPrvdr,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL79,original_lender_name,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/InstnlDtls/OrgnlLndr/Nm,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL80,original_lender_legal_entity_identifier,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/InstnlDtls/OrgnlLndr/LEICd,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL81,original_lender_establishment_country,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/InstnlDtls/OrgnlLndr/CtryOfDmcl,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL82,originator_name,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/InstnlDtls/Orgtr/Nm,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
RREL83,originator_legal_entity_identifier,unresolved,manual_review_required,,False,False,False,True,True,True,DO NOT PROMOTE: needs a manual ESMA-code -> XSD-element crosswalk.,high,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields.
RREL84,originator_establishment_country,inferred_high_confidence,workbook_xsd_validated,Document/ScrtstnNonAsstBckdComrclPprUndrlygXpsrRpt/NewCrrctn/ScrtstnRpt/UndrlygXpsrRcrd/UndrlygXpsrData/ResdtlRealEsttLn/PrfrmgLn/UndrlygXpsrCmonData/InstnlDtls/Orgtr/CtryOfDmcl,True,True,False,False,True,False,"ACCEPT for builder behind a structure gate: ESMA workbook path, XSD-validated. NOT production-eligible until formally accepted by the path-map review policy.",medium,PATH axis only. Production XML also requires DATA readiness (data_readiness=pending_delivery_certification); production_ready=False for all fields. Workbook path re-validated against XSD; awaiting formal acceptance.
